id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
