id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1006;98:1;2
1007;98:1;2
1008;98:1;2
1009;98:1;2
1010;98:1;2
1011;98:1;2
1012;98:1;2
1013;98:1;2
1014;98:1;2
1015;98:1;2
1016;98:1;2
1017;98:1;2
1018;98:1;2
1019;98:1;2
1020;98:1;2
1021;98:1;2
1022;98:1;2
1023;98:1;2
1024;98:1;2
1025;98:1;2
1026;98:1;2
1027;98:1;2
1028;98:1;2
1029;98:1;2
1030;98:1;2
1031;98:1;2
1032;98:1;2
1033;98:1;2
1034;98:1;2
1035;98:1;2
1038;98:1;2
1039;98:1;2
1040;98:1;2
1041;98:1;2
1042;98:1;2
1043;98:1;2
1044;98:1;2
1045;98:1;2
1046;98:1;2
1047;98:1;2
1048;98:1;2
1050;98:1;2
1054;98:1;2
1055;98:1;2
1058;98:1;2
1059;98:1;2
1060;98:1;2
1062;98:1;2
1063;98:1;2
1064;98:1;2
1065;98:1;2
1067;98:1;2
1068;98:1;2
1069;98:1;2
1070;98:1;2
1071;98:1;2
1072;98:1;2
1074;98:1;2
1095;98:1;2
1097;98:1;2
1098;98:1;2
1099;98:1;2
1100;98:1;2
1101;98:1;2
1103;98:1;2
1104;98:1;2
1105;98:1;2
1106;98:1;2
1107;98:1;2
1108;98:1;2
1109;98:1;2
1110;98:1;2
1111;98:1;2
1112;98:1;2
1113;98:1;2
1114;98:1;2
1115;94:1;2
1116;94:1;2
1117;94:1;2
1118;94:1;2
1119;94:1;2
1120;94:1;2
1121;94:1;2
1122;94:1;2
1123;94:1;2
1124;94:1;2
1125;94:1;2
1126;94:1;2
1127;94:1;2
1129;94:1;2
1130;94:1;2
1131;94:1;2
1132;94:1;2
1134;94:1;2
1135;94:1;2
1137;94:1;2
1138;94:1;2
1139;94:1;2
1140;94:1;2
1141;94:1;2
1142;94:1;2
1143;94:1;2
1144;94:1;2
1145;94:1;2
1146;94:1;2
1147;94:1;2
1148;94:1;2
1149;94:1;2
1150;94:1;2
1151;94:1;2
1152;94:1;2
1153;94:1;2
1154;94:1;2
1155;94:1;2
1156;94:1;2
1157;94:1;2
1158;94:1;2
1159;94:1;2
1160;94:1;2
1161;94:1;2
1162;94:1;2
1163;94:1;2
1164;94:1;2
1165;94:1;2
1166;94:1;2
1167;94:1;2
1168;94:1;2
1169;94:1;2
1170;94:1;2
1171;94:1;2
1172;94:1;2
1173;94:1;2
1174;94:1;2
1175;94:1;2
1176;94:1;2
1177;94:1;2
1178;94:1;2
1179;94:1;2
1181;94:1;2
1182;94:1;2
1183;94:1;2
1184;94:1;2
1185;94:1;2
1186;94:1;2
1187;94:1;2
1188;94:1;2
1189;94:1;2
1190;94:1;2
1191;94:1;2
1192;94:1;2
1194;94:1;2
1197;94:1;2
1198;94:1;2
1199;94:1;2
1200;94:1;2
1201;94:1;2
1203;94:1;2
1204;94:1;2
1206;94:1;2
1207;94:1;2
1208;94:1;2
1209;94:1;2
1211;94:1;2
1213;94:1;2
1214;94:1;2
1216;94:1;2
1219;94:1;2
1222;94:1;2
1223;94:1;2
1226;94:1;2
1227;94:1;2
1229;94:1;2
1231;94:1;2
1232;94:1;2
1234;94:1;2
1235;94:1;2
1236;94:1;2
1237;94:1;2
1243;94:1;2
1246;94:1;2
1248;94:1;2
1249;94:1;2
1255;94:1;2
1256;94:1;2
1257;94:1;2
1259;94:1;2
1261;94:1;2
1262;94:1;2
1263;94:1;2
1276;94:1;2
1277;94:1;2
1278;94:1;2
1280;94:1;2
1281;94:1;2
1282;94:1;2
1285;94:1;2
1286;94:1;2
1287;94:1;2
1288;94:1;2
1289;94:1;2
1290;94:1;2
1291;94:1;2
1292;94:1;2
1293;94:1;2
1294;94:1;2
1295;94:1;2
1296;94:1;2
1297;94:1;2
1298;94:1;2
1301;94:1;2
1303;94:1;2
1304;94:1;2
1306;94:1;2
1307;94:1;2
1308;94:1;2
1309;94:1;2
1310;94:1;2
1314;94:1;2
1331;94:1;2
1333;94:1;2
1334;94:1;2
1336;94:1;2
1338;94:1;2
1341;94:1;2
1342;94:1;2
1344;94:1;2
1348;94:1;2
1349;94:1;2
1363;94:1;2
1370;94:1;2
1375;94:1;2
1388;94:1;2
1389;94:1;2
1390;94:1;2
1391;94:1;2
1392;94:1;2
1393;94:1;2
1394;94:1;2
1395;94:1;2
1396;94:1;2
1397;94:1;2
1398;94:1;2
1399;94:1;2
1400;94:1;2
1401;94:1;2
1402;94:1;2
1403;94:1;2
1404;94:1;2
1405;94:1;2
1406;94:1;2
1407;94:1;2
1408;94:1;2
1409;94:1;2
1410;94:1;2
1411;94:1;2
1412;94:1;2
1413;94:1;2
1414;94:1;2
1415;94:1;2
1416;94:1;2
1417;94:1;2
1418;94:1;2
1419;94:1;2
1420;94:1;2
1421;94:1;2
1422;94:1;2
1423;94:1;2
1424;94:1;2
1425;94:1;2
1426;94:1;2
1427;94:1;2
1428;94:1;2
1429;94:1;2
1430;94:1;2
1431;94:1;2
1435;94:1;2
1441;94:1;2
1447;94:1;2
1448;94:1;2
1490;94:1;2
1491;94:1;2
1492;94:1;2
1493;94:1;2
1494;94:1;2
1495;94:1;2
1496;94:1;2
1497;94:1;2
1499;94:1;2
1506;94:1;2
1507;94:1;2
1508;94:1;2
1509;94:1;2
1510;94:1;2
1511;94:1;2
1512;94:1;2
1513;94:1;2
1514;94:1;2
1515;94:1;2
1516;94:1;2
1517;94:1;2
1518;94:1;2
1519;94:1;2
1520;94:1;2
1521;94:1;2
1522;94:1;2
1523;94:1;2
1524;94:1;2
1525;94:1;2
1526;94:1;2
1527;94:1;2
1528;94:1;2
1529;94:1;2
1530;94:1;2
1532;94:1;2
1533;94:1;2
1534;94:1;2
1572;94:1;2
1574;94:1;2
1575;94:1;2
1577;94:1;2
1578;94:1;2
1579;94:1;2
1580;94:1;2
1582;94:1;2
1583;94:1;2
1596;94:1;2
1618;94:1;2
1621;94:1;2
1722;94:1;2
1816;94:1;2
1817;94:1;2
1818;94:1;2
1821;94:1;2
1822;94:1;2
1823;94:1;2
1824;94:1;2
1825;94:1;2
1826;94:1;2
1828;94:1;2
1829;94:1;2
1830;94:1;2
1831;94:1;2
1832;94:1;2
1833;94:1;2
1903;94:1;2
1912;94:1;2
1920;94:1;2
1927;94:1;2
2084;94:1;2
2085;94:1;2
2086;94:1;2
2087;94:1;2
2088;94:1;2
2089;94:1;2
2090;94:1;2
2091;94:1;2
2092;94:1;2
2093;94:1;2
2094;94:1;2
2095;94:1;2
2096;94:1;2
2097;94:1;2
2098;94:1;2
2099;94:1;2
2100;94:1;2
2101;94:1;2
2102;94:1;2
2103;94:1;2
2104;94:1;2
2105;94:1;2
2106;94:1;2
2107;94:1;2
2109;94:1;2
2110;94:1;2
2111;94:1;2
2112;94:1;2
2113;94:1;2
2144;94:1;2
2145;94:1;2
2146;94:1;2
2147;94:1;2
2148;94:1;2
2149;94:1;2
2188;94:1;2
2189;94:1;2
2209;94:1;2
2264;94:1;2
2265;94:1;2
2266;94:1;2
2267;94:1;2
2268;94:1;2
2269;94:1;2
2270;94:1;2
2271;94:1;2
2272;94:1;2
2273;94:1;2
2274;94:1;2
2275;94:1;2
2276;94:1;2
2277;94:1;2
2279;94:1;2
2285;94:1;2
2287;94:1;2
2288;94:1;2
2289;94:1;2
2290;94:1;2
2306;94:1;2
2321;94:1;2
2322;94:1;2
2323;94:1;2
2324;94:1;2
2325;94:1;2
2326;94:1;2
2327;94:1;2
2328;94:1;2
2353;94:1;2
2354;94:1;2
2355;94:1;2
2356;94:1;2
2357;94:1;2
2358;94:1;2
2359;94:1;2
2360;94:1;2
2361;94:1;2
2362;94:1;2
2363;94:1;2
2364;94:1;2
2365;94:1;2
2366;94:1;2
2367;94:1;2
2368;94:1;2
2369;94:1;2
2370;94:1;2
2416;94:1;2
2417;94:1;2
2418;94:1;2
2419;94:1;2
2420;94:1;2
2422;94:1;2
2423;94:1;2
2424;94:1;2
2425;94:1;2
2426;94:1;2
2427;94:1;2
2432;94:1;2
2441;94:1;2
2442;94:1;2
2443;94:1;2
2444;94:1;2
2445;94:1;2
2446;94:1;2
2447;94:1;2
2448;94:1;2
2449;94:1;2
2450;94:1;2
2451;94:1;2
2452;94:1;2
2453;94:1;2
2454;94:1;2
2455;94:1;2
2456;94:1;2
2457;94:1;2
2458;94:1;2
2459;94:1;2
2460;94:1;2
2461;94:1;2
2462;94:1;2
2463;94:1;2
2501;94:1;2
2502;94:1;2
2503;94:1;2
2504;94:1;2
2505;94:1;2
2549;94:1;2
2550;94:1;2
2551;94:1;2
2597;94:1;2
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
